2024-04-01 16:13:33.1595 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-01 16:13:34.4584 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:13:34.4584 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:13:34.4584 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:13:34.4584 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-04-01 16:13:34.4584 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 3 with length 11984 and flags NONE.
2024-04-01 16:13:34.4732 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.4976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-04-01 16:13:34.5036 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-01 16:13:34.6454 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:13:34.6454 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:13:34.9190 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS.
2024-04-01 16:13:34.9190 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 7 with length 3062 and flags NONE.
2024-04-01 16:13:34.9190 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received HEADERS frame for stream ID 1 with length 406 and flags END_HEADERS, PRIORITY.
2024-04-01 16:13:43.9824 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received DATA frame for stream ID 1 with length 70 and flags END_STREAM.
2024-04-01 16:13:43.9983 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:13:43.9983 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:13:44.9778 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:13:44.9778 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:13:44.9778 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:13:44.9778 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:13:44.9895 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Logging.Controllers.CLStationary.AddItem (Logging) with arguments (Logging.Models.STA01)
2024-04-01 16:13:56.6587 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:13:56.6587 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:13:56.6587 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:13:56.6587 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:13:56.6587 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:13:56.6587 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:13:56.6623 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" sending HEADERS frame for stream ID 1 with length 79 and flags END_HEADERS.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" sending DATA frame for stream ID 1 with length 58 and flags NONE.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" received WINDOW_UPDATE frame for stream ID 1 with length 4 and flags 0x0.
2024-04-01 16:14:00.2426 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR5" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-01 16:26:51.4409 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-01 16:26:51.6140 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:26:51.6140 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-01 16:26:51.6140 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:26:51.6140 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:26:51.6140 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:26:51.7510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:26:51.8312 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:26:53.9678 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I79MKB9F6" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
